id,wave,date,fav_trump,fav_biden,indictment,charge_serious,should_be_charged,politically_motivated,suspend_campaign,doj_hunter_nonpartisan,impeach_biden_hunter,PID,age,age4,educ5,edu4,gender,ethnicity,householdsize,inc7,marit5,metropolitan,region4,rent,state,work10,work3,parent,language,religion,race
256550166,2,Aug 2-3,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to efforts to overturn the 2020 election.,Not serious at all,Should not,Yes,Should not,Not confident at all,Should,A Republican,78,65+,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Non-Metro,South,Owned or being bought by you or someone in your household,North Carolina,Retired,Not working,not parents of children 0-17 YO,English,Other Christian religion,White
256550167,2,Aug 2-3,No opinion,No opinion,Donald Trump has been indicted by a federal grand jury on charges related to efforts to overturn the 2020 election.,Somewhat serious,Don't know,Don't know,Should,Don't know,Don't know,A Democrat,26,18-29,Bachelor's degree,Bachelors degree or higher,Male,"Black, Non-Hispanic",2,"$25,000 to $49,999",Never married,Metro,South,Rented for cash,Texas,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,No religion,Black
256550168,2,Aug 2-3,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to efforts to overturn the 2020 election.,Very serious,Should,No,Should,Somewhat confident,Should not,An Independent,80,65+,No high school diploma or GED,Less than high school,Female,Hispanic,5,"$75,000 to $99,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,New Mexico,Homemaker,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",White
256550169,2,Aug 2-3,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to efforts to overturn the 2020 election.,Not serious at all,Should not,Yes,Should not,Not confident at all,Should,Something else,69,65+,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Retired,Working part-time,not parents of children 0-17 YO,English,Catholic,White
256550170,2,Aug 2-3,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to efforts to overturn the 2020 election.,Not serious at all,Should not,Yes,Should not,Not confident at all,Should,A Republican,68,65+,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,New York,Retired,Not working,not parents of children 0-17 YO,English,No religion,White
256550171,2,Aug 2-3,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to efforts to overturn the 2020 election.,Don't know,Should not,Don't know,Should not,Not confident at all,Should,An Independent,46,30-49,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",5,"$25,000 to $49,999",Now Married,Metro,South,Rented for cash,Florida,Employed part-time (by someone else),Working part-time,parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",White
256550172,2,Aug 2-3,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to efforts to overturn the 2020 election.,Not serious at all,Should not,Yes,Should,Not confident at all,Should,A Republican,54,50-64,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Michigan,Retired,Working part-time,not parents of children 0-17 YO,English,No religion,White
256550173,2,Aug 2-3,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to efforts to overturn the 2020 election.,Very serious,Should,No,Should,Somewhat confident,Should not,A Democrat,71,65+,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Illinois,Retired,Not working,not parents of children 0-17 YO,English,No religion,White
256550174,2,Aug 2-3,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to efforts to overturn the 2020 election.,Not serious at all,Should not,Yes,Should not,Not confident at all,Should,A Republican,35,30-49,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",4,"$100,000 to $149,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Alaska,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,Mormon,White
256550175,2,Aug 2-3,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to efforts to overturn the 2020 election.,Somewhat serious,Should,Don't know,Should,Not confident at all,Don't know,An Independent,44,30-49,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",Six or more,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,Wyoming,Self-employed,Working part-time,parents of children 0-17 YO,English,No religion,White
256550176,2,Aug 2-3,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to efforts to overturn the 2020 election.,Somewhat serious,Should,No,Should,Not so confident,Should not,A Democrat,63,50-64,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Kansas,Employed full-time (by someone else),Working part-time,not parents of children 0-17 YO,English,No religion,White
256550177,2,Aug 2-3,Unfavorable,No opinion,Donald Trump has been indicted by a federal grand jury on charges related to efforts to overturn the 2020 election.,Very serious,Don't know,Don't know,Should,Don't know,Should not,A Republican,48,30-49,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",4,"$100,000 to $149,999",Now Married,Non-Metro,South,Owned or being bought by you or someone in your household,Georgia,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",White
256550178,2,Aug 2-3,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to efforts to overturn the 2020 election.,Don't know,Should not,Yes,Should not,Not confident at all,Should,An Independent,69,65+,Master's degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$150,000 or more",Never married,Metro,South,Owned or being bought by you or someone in your household,Georgia,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",White
256550179,2,Aug 2-3,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to efforts to overturn the 2020 election.,Not too serious,Should not,Yes,Should,Not confident at all,Should,A Republican,64,50-64,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",3,"$25,000 to $49,999",Never married,Metro,South,Rented for cash,South Carolina,Self-employed,Working full-time,parents of children 0-17 YO,English,Catholic,White
256550180,2,Aug 2-3,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to efforts to overturn the 2020 election.,Very serious,Should not,Yes,Should not,Not confident at all,Should,A Republican,63,50-64,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Non-Metro,MidWest,Owned or being bought by you or someone in your household,Michigan,Retired,Working part-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",White
256550181,2,Aug 2-3,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to efforts to overturn the 2020 election.,Very serious,Should,No,Should,Don't know,Don't know,A Democrat,54,50-64,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,West,Occupied without payment of cash rent,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",White
